,Target,risk_aversion,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1
0,3,0.2,[1.33 2.07 2.58 2.87 2.96 2.86 2.56 2.09 1.39],[1.32 2.05 2.55 2.83 2.93 2.86 2.58 2.1  1.4 ],[1.43 2.3  2.89 3.18 3.23 3.07 2.69 2.13 1.39],[1.96 2.94 3.4  3.59 3.59 3.35 2.91 2.37 1.63],[1.35 2.06 2.53 2.79 2.9  2.86 2.6  2.14 1.43],[1.34 2.05 2.51 2.79 2.9  2.83 2.59 2.12 1.41],[1.33 2.05 2.52 2.78 2.89 2.86 2.6  2.12 1.41],[1.33 2.05 2.52 2.78 2.89 2.84 2.58 2.12 1.41],[1.33 2.06 2.54 2.81 2.91 2.85 2.56 2.1  1.4 ],[1.32 2.07 2.57 2.85 2.95 2.87 2.57 2.09 1.4 ]
1,3,0.2,[1.33 2.07 2.57 2.86 2.94 2.86 2.55 2.09 1.39],[1.33 2.05 2.55 2.83 2.91 2.84 2.54 2.08 1.4 ],[1.38 2.21 2.81 3.11 3.18 3.01 2.66 2.11 1.38],[1.95 2.93 3.38 3.59 3.49 3.33 2.89 2.35 1.59],[1.32 2.08 2.58 2.88 3.01 2.95 2.67 2.16 1.42],[1.32 2.05 2.52 2.78 2.89 2.85 2.57 2.11 1.41],[1.33 2.05 2.52 2.78 2.91 2.88 2.63 2.13 1.41],[1.32 2.05 2.53 2.78 2.89 2.87 2.59 2.11 1.41],[1.33 2.06 2.54 2.8  2.91 2.85 2.58 2.11 1.4 ],[1.32 2.07 2.56 2.84 2.96 2.89 2.6  2.11 1.4 ]
2,3,0.2,[1.33 2.07 2.57 2.86 2.95 2.87 2.56 2.09 1.39],[1.33 2.06 2.54 2.82 2.91 2.84 2.55 2.09 1.4 ],[1.37 2.24 2.83 3.18 3.25 3.08 2.69 2.22 1.42],[1.34 2.14 2.67 3.04 3.14 3.01 2.69 2.21 1.44],[1.33 2.05 2.54 2.81 2.92 2.88 2.61 2.12 1.41],[1.33 2.05 2.53 2.79 2.9  2.86 2.59 2.11 1.41],[1.32 2.05 2.54 2.79 2.91 2.87 2.6  2.12 1.41],[1.33 2.05 2.53 2.79 2.9  2.86 2.58 2.11 1.4 ],[1.33 2.05 2.54 2.79 2.9  2.86 2.58 2.11 1.41],[1.32 2.06 2.55 2.81 2.91 2.86 2.59 2.11 1.41]
3,3,0.2,[1.33 2.07 2.56 2.85 2.93 2.84 2.54 2.08 1.4 ],[1.32 2.06 2.54 2.82 2.92 2.86 2.56 2.09 1.4 ],[1.34 2.12 2.65 2.98 3.06 2.93 2.61 2.1  1.39],[1.34 2.13 2.67 3.02 3.1  2.95 2.63 2.13 1.4 ],[1.33 2.07 2.56 2.87 2.98 2.9  2.63 2.12 1.41],[1.32 2.06 2.55 2.84 2.94 2.88 2.6  2.11 1.4 ],[1.33 2.07 2.56 2.86 2.96 2.89 2.61 2.12 1.4 ],[1.32 2.06 2.56 2.83 2.92 2.86 2.58 2.09 1.4 ],[1.33 2.06 2.53 2.81 2.91 2.86 2.58 2.11 1.4 ],[1.32 2.06 2.55 2.84 2.94 2.87 2.59 2.11 1.4 ]
4,3,0.2,[1.33 2.07 2.56 2.85 2.93 2.84 2.54 2.08 1.39],[1.32 2.07 2.57 2.88 2.96 2.88 2.58 2.1  1.39],[1.34 2.11 2.62 2.93 3.01 2.87 2.56 2.07 1.38],[1.33 2.07 2.57 2.87 2.97 2.88 2.59 2.1  1.4 ],[1.34 2.07 2.57 2.88 2.97 2.89 2.61 2.11 1.4 ],[1.33 2.08 2.6  2.92 3.02 2.92 2.63 2.12 1.4 ],[1.33 2.06 2.56 2.84 2.93 2.86 2.57 2.1  1.4 ],[1.34 2.06 2.56 2.85 2.95 2.89 2.61 2.12 1.4 ],[1.33 2.06 2.56 2.84 2.93 2.86 2.56 2.09 1.4 ],[1.33 2.05 2.55 2.82 2.92 2.86 2.58 2.11 1.4 ]
5,3,0.2,[1.33 2.08 2.59 2.88 2.95 2.85 2.54 2.08 1.39],[1.33 2.05 2.54 2.81 2.89 2.84 2.55 2.09 1.4 ],[1.36 2.15 2.67 2.96 3.01 2.85 2.52 2.02 1.37],[1.34 2.12 2.64 2.93 2.97 2.83 2.51 2.04 1.36],[1.34 2.08 2.57 2.86 2.93 2.83 2.53 2.08 1.39],[1.34 2.05 2.55 2.84 2.94 2.88 2.59 2.11 1.39],[1.33 2.07 2.55 2.84 2.91 2.83 2.54 2.09 1.4 ],[1.33 2.09 2.61 2.95 3.03 2.92 2.61 2.11 1.39],[1.33 2.08 2.57 2.86 2.94 2.84 2.54 2.08 1.4 ],[1.33 2.06 2.53 2.81 2.89 2.83 2.54 2.09 1.4 ]
6,3,0.2,[1.33 2.07 2.56 2.84 2.93 2.84 2.54 2.08 1.4 ],[1.33 2.05 2.53 2.79 2.89 2.85 2.55 2.1  1.4 ],[1.41 2.24 2.77 3.05 3.07 2.9  2.54 2.02 1.33],[1.4  2.24 2.77 3.05 3.04 2.87 2.51 2.   1.32],[1.35 2.1  2.62 2.9  2.97 2.85 2.53 2.08 1.41],[1.34 2.09 2.6  2.88 2.95 2.83 2.52 2.07 1.39],[1.35 2.1  2.62 2.91 2.98 2.85 2.53 2.07 1.4 ],[1.34 2.08 2.58 2.86 2.93 2.84 2.54 2.08 1.39],[1.35 2.1  2.61 2.89 2.97 2.84 2.53 2.07 1.4 ],[1.34 2.09 2.6  2.89 2.95 2.83 2.51 2.04 1.38]
7,3,0.2,[1.33 2.07 2.57 2.86 2.94 2.85 2.55 2.09 1.39],[1.33 2.05 2.53 2.8  2.89 2.83 2.54 2.08 1.4 ],[1.45 2.29 2.84 3.11 3.13 2.97 2.6  2.05 1.32],[1.6  2.45 2.92 3.16 3.14 2.98 2.6  2.06 1.34],[1.35 2.12 2.64 2.95 3.   2.86 2.52 2.05 1.38],[1.35 2.1  2.63 2.92 2.99 2.86 2.54 2.06 1.39],[1.35 2.1  2.61 2.92 2.98 2.85 2.52 2.06 1.39],[1.34 2.12 2.7  3.   3.08 2.94 2.61 2.13 1.38],[1.34 2.11 2.61 2.91 2.97 2.84 2.52 2.06 1.39],[1.33 2.07 2.57 2.86 2.93 2.81 2.51 2.05 1.39]
8,3,0.2,[1.33 2.07 2.58 2.86 2.94 2.84 2.54 2.08 1.39],[1.33 2.06 2.56 2.83 2.92 2.84 2.54 2.08 1.4 ],[1.62 2.52 3.04 3.31 3.3  3.12 2.73 2.17 1.35],[1.96 2.94 3.4  3.59 3.59 3.35 2.91 2.37 1.63],[1.37 2.15 2.68 2.97 3.01 2.85 2.52 2.03 1.37],[1.46 2.44 3.02 3.35 3.34 3.14 2.75 2.21 1.41],[1.35 2.15 2.68 2.98 3.01 2.87 2.53 2.03 1.37],[1.38 2.2  2.73 3.03 3.05 2.86 2.51 2.02 1.36],[1.35 2.13 2.65 2.94 3.   2.85 2.52 2.03 1.37],[1.35 2.14 2.66 2.95 2.98 2.84 2.51 2.03 1.37]
